Keep,Survey Type,System,role_rganization,years_experience,domain_activity,Python_experience,Cpp_experience,Java_experience,C_experience,C#_experience,NotHandlingExceptions_prevalence,AssumingSafeReturnValue_prevalence,ExcessiveCommunication_prevalence,Clustering_prevalence,Scattering_prevalence,HardCodingLibraries_prevalence,LocalReferences_prevalence,MemoryManagement_prevalence,CachingObjects_prevalence,SecuringLibraries_prevalence,RelativePath_prevalence,ExcessiveObjects_prevalence,UnusedDeclaration_prevalence,UnusedImplementation_prevalence,UnusedParameters_prevalence,NotHandlingExceptions_Expandability,NotHandlingExceptions_Simplicity,NotHandlingExceptions_Reusability,NotHandlingExceptions_Learnability,NotHandlingExceptions_Understandability,NotHandlingExceptions_Modularity,ReturnValue_Expandability,ReturnValue_Simplicity,ReturnValue_Reusability,ReturnValue_Learnability,ReturnValue_Understandability,ReturnValue_Modularity,ExcessiveCommunication_Expandability,ExcessiveCommunication_Simplicity,ExcessiveCommunication_Reusability,ExcessiveCommunication_Learnability,ExcessiveCommunication_Understandability,ExcessiveCommunication_Modularity,Clustering_Expandability,Clustering_Simplicity,Clustering_Reusability,Clustering_Learnability,Clustering_Understandability,Clustering_Modularity,Scattering_Expandability,Scattering_Simplicity,Scattering_Reusability,Scattering_Learnability,Scattering_Understandability,Scattering_Modularity,HardCodingLibraries_Expandability,HardCodingLibraries_Simplicity,HardCodingLibraries_Reusability,HardCodingLibraries_Learnability,HardCodingLibraries_Understandability,HardCodingLibraries_Modularity,LocalReferences_Expandability,LocalReferences_Simplicity,LocalReferences_Reusability,LocalReferences_Learnability,LocalReferences_Understandability,LocalReferences_Modularity,MemoryManagement_Expandability,MemoryManagement_Simplicity,MemoryManagement_Reusability,MemoryManagement_Learnability,MemoryManagement_Understandability,MemoryManagement_Modularity,CachingObjects_Expandability,CachingObjects_Simplicity,CachingObjects_Reusability,CachingObjects_Learnability,CachingObjects_Understandability,CachingObjects_Modularity,SecuringLibraries_Expandability,SecuringLibraries_Simplicity,SecuringLibraries_Reusability,SecuringLibraries_Learnability,SecuringLibraries_Understandability,SecuringLibraries_Modularity,RelativePath_Expandability,RelativePath_Simplicity,RelativePath_Reusability,RelativePath_Learnability,RelativePath_Understandability,RelativePath_Modularity,ExcessiveObjects_Expandability,ExcessiveObjects_Simplicity,ExcessiveObjects_Reusability,ExcessiveObjects_Learnability,ExcessiveObjects_Understandability,ExcessiveObjects_Modularity,UnusedDeclaration_Expandability,UnusedDeclaration_Simplicity,UnusedDeclaration_Reusability,UnusedDeclaration_Learnability,UnusedDeclaration_Understandability,UnusedDeclaration_Modularity,UnusedImplementation_Expandability,UnusedImplementation_Simplicity,UnusedImplementation_Reusability,UnusedImplementation_Learnability,UnusedImplementation_Understandability,UnusedImplementation_Modularity,UnusedParameters_Expandability,UnusedParameters_Simplicity,UnusedParameters_Reusability,UnusedParameters_Learnability,UnusedParameters_Understandability,UnusedParameters_Modularity,NotHandlingExceptions_Ranking,AssumingSafeReturnValue_Ranking,ExcessiveCommunication_Ranking,Clustering_Ranking,Scattering_Ranking,HardCodingLibraries_Ranking,LocalReferences_Ranking,MemoryManagement_Ranking,CachingObjects_Ranking,SecuringLibraries_Ranking,RelativePath_Ranking,ExcessiveObjects_Ranking,UnusedDeclaration_Ranking,UnusedImplementation_Ranking,UnusedParameters_Ranking,Clean 1,Smell1,Smell1_Validation,Smell1_Severity,Smell1_Refactoring,Smell2,Smell2_Validation,Smell2_Severity,Smell2_Refactoring,Smell3,Smell3_Validation,Smell3_Severity,Smell3_Refactoring,Smell4,Smell4_Validation,Smell4_Severity,Smell4_Refactoring,Smell5,Smell5_Validation,Smell5_Severity,Smell5_Refactoring,Smell6,Smell6_Validation,Smell6_Severity,Smell6_Refactoring,Smell7,Smell7_Validation,Smell7_Severity,Smell7_Refactoring,Clean 2,Smell8,Smell8_Validation,Smell8_Severity,Smell8_Refactoring,Smell9,Smell9_Validation,Smell9_Severity,Smell9_Refactoring,Smell10,Smell10_Validation,Smell10_Severity,Smell10_Refactoring,Smell11,Smell11_Validation,Smell11_Severity,Smell11_Refactoring,Smell12,Smell12_Validation,Smell12_Severity,Smell12_Refactoring,Smell13,Smell13_Validation,Smell13_Severity,Smell13_Refactoring,Smell14,Smell14_Validation,Smell14_Severity,Smell14_Refactoring,Smell15,Smell15_Validation,Smell15_Severity,Smell15_Refactoring,Clean 3
Yes,Open_2,None-Open,Team Lead,5-10 Years,Research and development,Comfortable,Expert,Expert,Expert,Little Knowledge,Often,N/A,Rarely,Very often,Often,Often,Very often,Very often,Rarely,Often,Rarely,Very often,Rarely,Rarely,Rarely,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,10,13,14,11,5,4,12,15,8,9,3,6,1,7,2,No,,,,,No,,,,,,,,Yes,No,4 (High),"Yes (Refactoring with another solution), please specify",,,,,Yes,No,3 (Medium),Yes (Refactoring with this solution),,,,,No,Yes,No,4 (High),"Yes (Refactoring with another solution), please specify",,,,,No,No,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),Yes,No,3 (Medium),No (No refactoring),Yes,Yes,3 (Medium),No (No refactoring),,,,,No
Yes,Open_2,None-Open,Team Lead,More than 10 years,Research and development,Expert,Expert,Expert,Comfortable,Comfortable,Often,Very often,Often,Very often,Often,Rarely,Often,Very often,Rarely,Very often,Rarely,Often,Rarely,Rarely,Rarely,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,15,13,11,10,7,5,14,12,2,9,3,8,4,6,1,No,,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),,,,,Yes,Yes,3 (Medium),"Yes (Refactoring with another solution), please specify",,,,,Yes,Yes,No,3 (Medium),"Yes (Refactoring with another solution), please specify",,,,,Yes,No,2 (Low),No (No refactoring),,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),Yes,No,2 (Low),No (No refactoring),Yes,No,2 (Low),No (No refactoring),,,,,No
Yes,Open_2,None-Open,Software Engineer,5-10 Years,Research and development,Expert,Comfortable,Comfortable,Expert,Expert,Very often,Rarely,Often,Very often,Often,Very often,Often,Very often,Rarely,Often,Rarely,Often,Very often,Often,Rarely,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Neutral,Neutral,10,13,15,14,7,5,12,11,6,8,1,9,4,3,2,No,,,,,No,,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,Yes,Yes,2 (Low),"Yes (Refactoring with another solution), please specify",,,,,No,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,Yes,Yes,3 (Medium),No (No refactoring),No,No,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,No
Yes,Open_2,None-Open,Project Manager,More than 10 years,Research and development,Expert,Expert,Expert,Expert,Comfortable,Often,Often,Very often,Often,Rarely,Rarely,Very often,Very often,Often,Often,Often,Often,Rarely,Rarely,Rarely,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,14,15,10,12,11,3,9,13,2,6,5,7,4,8,1,No,,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,,,,,,,,,Yes,Yes,2 (Low),"Yes (Refactoring with another solution), please specify",,,,,No,Yes,Yes,3 (Medium),"Yes (Refactoring with another solution), please specify",,,,,Yes,No,4 (High),Yes (Refactoring with this solution),,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),Yes,Yes,3 (Medium),No (No refactoring),Yes,No,4 (High),Yes (Refactoring with this solution),,,,,No
Yes,Open_2,None-Open,Software Engineer,5-10 Years,"Analytics (Business,IT services, BigData...)",Expert,Comfortable,Expert,Expert,Expert,Rarely,Rarely,Very often,Very often,Often,Rarely,Often,Very often,Often,Often,Very often,Often,Rarely,Often,Rarely,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,13,12,14,11,5,4,10,15,8,9,1,6,3,7,2,No,,,,,Yes,Yes,2 (Low),Yes (Refactoring with this solution),,,,,Yes,Yes,2 (Low),No (No refactoring),,,,,Yes,Yes,2 (Low),"Yes (Refactoring with another solution), please specify",,,,,No,Yes,Yes,3 (Medium),"Yes (Refactoring with another solution), please specify",,,,,Yes,No,3 (Medium),Yes (Refactoring with this solution),,,,,Yes,No,4 (High),"Yes (Refactoring with another solution), please specify",No,No,,,Yes,Yes,3 (Medium),No (No refactoring),,,,,No
Yes,Open_2,None-Open,Tester,More than 10 years,Research and development,Comfortable,Comfortable,Comfortable,Expert,Expert,Often,Very often,Often,Very often,Often,Often,Often,Often,Often,Often,Rarely,Often,Often,Often,Rarely,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,15,10,13,12,7,6,11,14,4,9,5,8,3,2,1,No,,,,,No,,,,,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),,,,,No,No,,,,,,,No,No,No,,,,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),,,,,Yes,Yes,3 (Medium),No (No refactoring),Yes,Yes,4 (High),Yes (Refactoring with this solution),No,No,,,,,,,No
Yes,Open_2,None-Open,Developer,More than 10 years,Research and development,Expert,Expert,Expert,Comfortable,Comfortable,Rarely,Often,Very often,Very often,Often,Rarely,Very often,Very often,Very often,Very often,Very often,Often,Often,Rarely,Often,Negative,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,11,13,10,12,14,2,15,9,7,8,3,4,6,5,1,No,,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,Yes,No,1 (Very Low),No (No refactoring),,,,,No,Yes,Yes,1 (Very Low),No (No refactoring),,,,,Yes,No,2 (Low),No (No refactoring),,,,,No,No,,,No,No,,,Yes,Yes,3 (Medium),No (No refactoring),,,,,No
Yes,Open_2,None-Open,Architect,More than 10 years,Networks,Little Knowledge,Comfortable,Expert,Expert,Expert,Often,Very often,Often,Often,Very often,Rarely,Very often,Very often,Rarely,Rarely,Often,Very often,Very often,Very often,Very often,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Negative,Neutral,Negative,Neutral,Negative,Neutral,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,14,12,13,9,8,3,15,11,4,10,5,7,6,1,2,No,,,,,No,No,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,No,No,,,,,,,No,No,No,,,,,,,No,No,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),Yes,Yes,3 (Medium),No (No refactoring),Yes,No,3 (Medium),No (No refactoring),,,,,No
Yes,Open_2,None-Open,Project Manager,More than 10 years,Games,Practical,Comfortable,Comfortable,Comfortable,Little Knowledge,Often,Rarely,Very often,Rarely,Often,Often,Very often,Very often,Often,Often,Often,Often,Rarely,Rarely,Rarely,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,13,12,15,11,7,4,14,10,6,8,3,9,2,5,1,No,,,,,Yes,Yes,2 (Low),No (No refactoring),,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,Yes,Yes,2 (Low),"Yes (Refactoring with another solution), please specify",,,,,No,Yes,Yes,2 (Low),"Yes (Refactoring with another solution), please specify",,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),No,No,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,No
Yes,Open_2,None-Open,Software Engineer,1 year - 5 Years,Games,Comfortable,Expert,Expert,Expert,Comfortable,Often,Often,Very often,Very often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Rarely,Often,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Neutral,N/A,N/A,N/A,N/A,N/A,N/A,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,12,13,14,8,6,1,9,10,4,7,15,11,2,5,3,No,,,,,,,,,,,,,Yes,No,4 (High),Yes (Refactoring with this solution),,,,,Yes,No,2 (Low),Yes (Refactoring with this solution),,,,,No,Yes,No,4 (High),"Yes (Refactoring with another solution), please specify",,,,,No,No,,,,,,,Yes,Yes,3 (Medium),No (No refactoring),Yes,No,3 (Medium),No (No refactoring),Yes,Yes,3 (Medium),No (No refactoring),,,,,No
Yes,Open_2,None-Open,Software Engineer,More than 10 years,"Analytics (Business,IT services, BigData...)",Expert,Expert,Expert,Expert,Expert,Rarely,Often,Very often,Very often,Often,Rarely,Often,Very often,Very often,Very often,Very often,Often,Rarely,Rarely,Rarely,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,13,11,14,12,4,5,15,10,8,9,3,6,2,7,1,No,,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,Yes,Yes,2 (Low),No (No refactoring),,,,,No,No,,,,,,,No,No,No,,,,,,,Yes,No,3 (Medium),No (No refactoring),,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,No
Yes,Open_2,None-Open,Developer,5-10 Years,Games,Expert,Little Knowledge,Comfortable,Expert,Comfortable,Often,Often,Very often,Very often,Very often,Very often,Very often,Very often,Rarely,Often,Often,Rarely,Very often,Very often,Very often,Negative,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Negative,15,12,11,14,8,5,13,6,7,10,1,9,4,3,2,No,,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),,,,,No,No,,,,,,,No,No,No,,,,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),Yes,Yes,3 (Medium),Yes (Refactoring with this solution),Yes,No,2 (Low),No (No refactoring),,,,,No
Yes,Open_2,None-Open,Software Engineer,5-10 Years,Networks,Little Knowledge,Expert,Expert,Expert,Expert,Very often,Often,Very often,Very often,Often,Often,Very often,Very often,Often,Very often,Rarely,Often,Often,Rarely,Rarely,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,14,13,10,9,11,2,12,15,4,8,6,7,3,5,1,No,,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,Yes,No,4 (High),Yes (Refactoring with this solution),,,,,No,No,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,3 (Medium),No (No refactoring),Yes,Yes,3 (Medium),No (No refactoring),,,,,No
Yes,Open_2,None-Open,Developer,5-10 Years,"Analytics (Business,IT services, BigData...)",Practical,Comfortable,Expert,Expert,Practical,Often,Often,Often,Very often,Very often,Rarely,Often,Often,Rarely,Often,Rarely,Often,Rarely,Very often,Rarely,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Neutral,Negative,Neutral,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,9,12,10,11,14,1,13,15,5,7,3,8,4,6,2,No,,,,,No,No,,,,,,,Yes,Yes,2 (Low),No (No refactoring),,,,,Yes,Yes,2 (Low),No (No refactoring),,,,,No,Yes,Yes,2 (Low),Yes (Refactoring with this solution),,,,,Yes,Yes,3 (Medium),No (No refactoring),,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),No,No,,,No,No,,,,,,,No
Yes,Open_2,None-Open,Project Manager,1 year - 5 Years,Research and development,Comfortable,Comfortable,Expert,Comfortable,Comfortable,Often,Often,Often,Very often,Often,Often,Often,Very often,Rarely,Often,Rarely,Often,Rarely,Rarely,Often,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,N/A,N/A,N/A,N/A,N/A,N/A,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,N/A,N/A,N/A,N/A,N/A,N/A,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,11,15,12,10,7,5,14,13,4,9,3,8,2,6,1,No,,,,,No,No,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,No,Yes,Yes,3 (Medium),"Yes (Refactoring with another solution), please specify",,,,,Yes,No,2 (Low),No (No refactoring),,,,,Yes,No,3 (Medium),"Yes (Refactoring with another solution), please specify",Yes,Yes,3 (Medium),No (No refactoring),Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,
Yes,Open_2,None-Open,"Other, please specify",5-10 Years,Games,Little Knowledge,Expert,Expert,Expert,Comfortable,Often,Often,Very often,Often,Often,Often,Very often,Often,Rarely,Often,Often,Often,Often,Rarely,Rarely,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,15,11,10,14,8,5,9,13,6,12,1,7,3,4,2,No,,,,,Yes,Yes,2 (Low),Yes (Refactoring with this solution),,,,,Yes,No,4 (High),Yes (Refactoring with this solution),,,,,No,No,,,,,,,No,Yes,No,2 (Low),Yes (Refactoring with this solution),,,,,Yes,Yes,3 (Medium),No (No refactoring),,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),Yes,Yes,3 (Medium),No (No refactoring),Yes,Yes,3 (Medium),No (No refactoring),,,,,
